Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Cause,Human Review
7/30/2001,16:00,"Haines, Alaska",Air Taxi,,"Shagway, AK - Return",Piper PA-32-300,N39586,32-7840168,6.0,6.0,0.0,"The sightseeing plane impacted the side of a mountain in poor visibility. The pilot's continued flight into known adverse weather conditions, and his poor in-flight decision making. Factors associated with the accident were clouds and mountainous terrain. A finding is the pilot's use of FAA prohibited drugs.","weather, cfit","weather, cfit, pilot_error"
11/28/2004,9:55,"Montrose, Colorado",Glow Air/Air Castle - Charter,73,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,N873G,3009,6.0,3.0,0.0,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.","fire, mechanical, weather, pilot_error","fire, mechanical, weather, pilot_error"
6/20/1944,,"Porto Alegre, Brazil",Varig,,,Lockheed 10C Electra,PP-VAG,1008,10.0,10.0,0.0,Crashed into a river.,cfit,cfit
10/9/1963,,"Near Marseilles, France",Aeronaves de Panama,,"Marseilles, France - Dhah, Saudi Arabia",Douglas C-74,HP-385,13915,6.0,6.0,0.0,Crashed shortly after taking off with a cargo of 30 dairy cows.,unknown,unknown
6/5/1969,7:12,"North Bend, Oregon",Eureka Aero Inc. - Air Taxi,,,Cessna 337C,N2665S,,3.0,3.0,0.0,Collided with trees on approach. Improper IFR operation. Descended below minima for reasons unknown.,"collision, cfit, pilot_error","collision, cfit, pilot_error"
9/27/2003,18:57,"Gaspé, Quebec, Canada",Les Ailes de Gaspé Inc.,,Gaspé - Îles-de-la-Madeleine,Piper PA31-310,C-FARL,31306,3.0,3.0,0.0,"Cashed as it approached Gaspé in fog and low ceiling. The pilot descended to the minimum descent altitude (MDA) without being established on the localizer track, thereby placing himself in a precarious situation with respect to the approach and to obstruction clearance. On an instrument approach, the pilot continued his descent below the MDA without having the visual references required to continue the landing, and he was a victim of CFIT (controlled flight into terrain).","weather, cfit","weather, cfit"
6/26/1988,14:45,"Habsheim, France",Air France,296Q,Basel - Basel,Airbus A320-111,F-GFKC,9,136.0,3.0,0.0,"The plane was scheduled to perform a series of fly-bys at an air show. The plane was to descend to 100 ft. altitude with landing gear and flaps extended. The automatigo-around protection (Alpha Floor Function) was inhibited for the maneuver. During the maneuver, the plane descended thru 100 ft. to an altitude of 30 feet and hit trees at the end of the runway. The aircraft was totally destroyed by the successive impacts and violent fire which followed. The pilot allowed the aircraft to descend through 100 ft. at slow speed and maximum angle of attack and was late in applying go-around power. Unfamiliarity of the crew with the landing field and lack of planning for the flyby.","fire, mechanical, cfit","fire, cfit, pilot_error"
9/24/1916,1:00,"Billericay, England",Military - German Navy,,,Zeppelin L-32 (airship),,,22.0,22.0,0.0,Shot down by British aircraft crashing in flames.,"shot_down, fire","shot_down, fire"
8/13/2006,20:15,"Near Piacenza, Italy",Air Algerie,2208,"Algiers, Algeria - Frankfurt, Germany",Lockheed L-100-30 Hercules,7T-VHG,4880,3.0,3.0,0.0,The cargo plane crashed while en route in the vicinity of thunderstorms.,unknown,weather
7/19/1919,,"Dix Run, Pennsylvania",US Aerial Mail Service,,,De Havilland DH-4,82,,1.0,1.0,0.0,,unknown,unknown
9/23/1989,20:35,"Ujani Dam, India",Vayudoot,,Pune - Hyderabad,Dornier Do-288-201,VT-EJF,8052,11.0,11.0,0.0,Exploded in mid-air and crashed during a thunderstorm and heavy rain.,"fire, weather","fire, weather"
12/24/1968,4:30,"Prudhoe Bay, Alaska",Interior Airways,,Fairbanks - Prudhoe Bay,Lockheed L-100 Hercules,N760AL,4229,4.0,2.0,0.0,The cargo plane crashed after a go-around was attempted in a snowstorm. Pilot in command continued VFR flight into adverse weather conditions and delayed in initiating go around. Weather conditions - down and up drafts.,weather,weather
9/3/1991,,"Long Seridan, Malaysia",Airtech Rajawaldi Udara,,Bario - Marudi,Shorts SC-7 Skyvan 3-100,9M-AZB,SH-1975,20.0,14.0,0.0,Crashed into the jungle after double engine failure. Both engines didn't develop full power and were feathered on impact.,"mechanical, cfit","mechanical, cfit"
4/10/1992,,"Off Orchid Island, Taiwan",Taiwan Airlines,,,Britten Norman BN-2A-26 Trislander,B-11116,2007,10.0,7.0,0.0,"Crashed into the sea after losing the No. 1 engine after reaching 1,500 feet after takeoff.","mechanical, cfit","mechanical, cfit"
1/14/2001,17:29,"Near Lake Point, Utah",Skydive Salt Lake - Charter,,Skydiving,Beech A90 King Air,N616F,LJ-165,9.0,9.0,0.0,"Crashed into the Great Salt Lake with skydivers during a final approach to Tooele. The pilot's exercise of poor judgment and his failure to maintain a safe altitude/clearance above the water. Contributing factors were the weather conditions that included low ceiling and visibility obscured by snow and mist, an inadequately equipped airplane for flying in instrument meteorological conditions, and the pilot's overconfidence in his personal ability in that he had reportedly done this on two previous occasions.","mechanical, weather, cfit, pilot_error","weather, cfit, pilot_error"
8/5/1994,8:50,"Near Boda, Russia",Military - Russian Air Force,,Dzhida - Boda,Antonov AN-12,,,47.0,47.0,0.0,Crashed and burned while attempting to land with an engine fire in poor visibility and heavy rain.,"fire, mechanical, weather","fire, mechanical, weather"
10/30/1954,23:00,Off the coast of Maryland,Military - U. S. Navy,,"New Jersey - Azores - Port Lyautey, Moroco",Lockheed R-7V1,128441,,42.0,42.0,0.0,Disappeared 350 miles off the Maryland coast.,undetermined,undetermined
1/10/1933,,Algiers,Aeropostale,,,CAMS 53,F-AISV,,1.0,1.0,0.0,,unknown,unknown
1/27/2005,8:10,"Lasi, Hungary",Farnair Hungary,,Bucharest -Lasi,Let 410UVP-E4,HA-LAR,871923,2.0,2.0,0.0,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.,weather,weather
1/18/1950,,"Albacete, Spain",Ejercito del Aire,,,Junkers JU-52/3m,,,16.0,16.0,0.0,The military plane crashed on the southeast coast of Spain.,unknown,unknown
5/22/1931,,"Wampit, Australia",Guiena Airways,,,Junkers W-34,VH-UNR,,1.0,1.0,0.0,,unknown,unknown
8/18/1974,,"Near La Paz, Bolivia",Military - U.S. Air Force,,"Howard AFB, Panama - La Paz, Bolivia",Lockheed C-141A,65-0274,300-6126,7.0,7.0,0.0,Navigational error. Crew started their descent prematurely and struck a mountain.,"cfit, pilot_error","cfit, pilot_error"
12/28/1947,12:00,"Leon, Mexico",Servicio Aéreo Panini,,Dorango - Leon - Mexico City,Douglas DC-2-172,XA-GEE,1408,9.0,5.0,3.0,Crashed near the Leon publisquare and destroyed 3 homes. Lost an engine while taking off and was attempting to return to the airport.,mechanical,mechanical
6/4/2007,16:04,"Near Milwaukee, Wisconson",University of Michigan Health System,,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,N550BP,550-0246,6.0,6.0,0.0,"The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee, requesting an emergency return to the airport. The plane then crashed into Lake Michigan two miles off shore. The plane was carrying an organ transplant team. The pilot reported to ATC he had runaway trim prior to the accident.",cfit,"cfit, mechanical"
1/25/1970,,"Near Delhi, India",Royal Nepal Airlines,,Kathmandu - Delhi,Fokker F-27 Friendship 200,9N-AAR,1965,23.0,1.0,0.0,The aircraft crashed short of the runway after entering a thunderstorm and encountering windshear.,weather,weather
8/30/2002,18:30,"Rio Branco, Brazil",Rico Taxi Aéreo,,Cruzeiro do Sul - Tarauaca - Rio Branco,Embraer 120ER Brasilia,PT-WRQ,120043,31.0,23.0,0.0,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.,weather,weather
6/3/1962,12:35,"Villeneuve-le-Roi, Val-de-Marne, France",Air France,,Paris - New York City,Boeing B-707-328,F-BHSM,17920/159,132.0,130.0,0.0,"During takeoff from Orly Airport, the nose rose for about 5 seconds and then dropped back down on the runway. Smoke streamed from the wheels as the crew tried to stop the aircraft but it ran off the runway and collided with the runway lights and a house. The only survivors were two stewardesses who were seated in the tail section which broke free in the crash. The aircraft's horizontal stabilizer was improperly trimmed due to a failure of the trim servo motor.","mechanical, collision, pilot_error","mechanical, collision"
2/26/1941,11:50,"Atlanta, Georgia",Eastern Air Lines,21,New York City -  Washington D.C. - Atlanta - Brownsville,Douglas DC-3,NC28394,3204,16.0,9.0,0.0,"The aircraft crashed into a hill in pine woods, near Chandler Field, while attempting to make an instrument landing approach in rain and fog. The failure of the captain in charge of the flight to exercise the proper degree of fare by not checking his altimeters to determine whether both were correctly set and properly functioning before commencing his landing approach. A substantial contributing factor was the absence of an established uniform cockpit procedure on Eastern Air Lines by which both the captain and co-pilot are required to make a complete check of the controls and instruments during landing operations. Captain Edward Rickenbacker, President of Eastern Air Lines, survived the crash.","mechanical, weather, cfit, pilot_error","mechanical, weather, cfit, pilot_error"
4/26/1989,,"Baranquilla, Colombia",Aerosucre Colombia,,Baranquilla - Bogota,Aérospatiale SE-210 Caravelle,HK-3325X,215,5.0,5.0,0.0,"Shifting of cargo after takeoff cause the plane to take a nose-high attitude, stall and crash into houses.",pilot_error,pilot_error
8/11/1945,,"Ixtaccihuati, Mexico",Mexicana,,,Douglas DC-2-243,XA-DOT,2075,16.0,16.0,0.0,Crashed in poor weather conditions.,weather,weather
12/23/1957,16:00,"Off Oahu, Hawaii",Military - U.S. Navy,,,Lockheed WV-2,143197,,23.0,19.0,0.0,"The aircraft lost all power during a simulated emergency maneuver and struck the water after descending from a altitude of 1,000 ft. One of the crew moved an emergency shut-off lever in the wrong direction depriving all four engines of their fuel supply. The plane hit the water and broke in two. It was ruled the check pilot had failed to initiate remedial action when the aircraft began to lose altitude and failed to exercise authority when the real emergency developed.","mechanical, cfit, pilot_error","mechanical, cfit, pilot_error"
5/24/1931,22:30,"Bellefonte, Pennsylvania",National Air Transport,,,Boeing 95,NC397E,,1.0,1.0,0.0,Crashed into a mountain and burned in poor visibility.,"fire, weather, cfit","fire, weather, cfit"
2/24/1981,,"Belem, Brazil",VOTEC,,Tucurui - Belem,Embraer 110P Bandeirante,PT-GLB,110-144,14.0,11.0,0.0,Crashed into a tug boat and barges while on approach in heavy rain and wind and broke in two.,weather,weather
12/28/1978,18:15,"Portland, Oregon",United Air Lines,173,Denver - Portland,McDonnell Douglas DC-8-61,N8082U,45972/357,189.0,10.0,0.0,"While on a flight from Denver to Portland, the aircraft ran out of fuel while the crew was distracted with a landing gear problem. Failure of the captain to monitor properly the aircraft's fuel state and to properly respond to the low fuel state as indicated by other crew members. Contributing to the accident was the failure of the other two flight crew members either to fully comprehend the criticality of the fuel state or to successfully communicate their concern to the captain.","fuel, mechanical","fuel, mechanical"
2/3/1953,,"Muong Sai, Laos",Air Outremer,,,Douglas DC-3,F-OAFR,15283/26728,18.0,18.0,0.0,Destroyed by shelling.,unknown,unknown
10/31/1950,19:54,"London Heathrow, England",British European Airways,,Paris - London,Vickers 610 Viking-1B,G-AHPN,155,30.0,28.0,0.0,"Crashed in fog in an overshoot after deciding on a go-around. Although it cannot be established with certainty, the probable explanation of the known facts may be that the captain deliberately came down below break-off point and then at 100 ft. or less came into fog which abruptly reduced the visibility of the runway lights and that then and not till then he started overshoot procedure with fatal results.","weather, pilot_error","weather, pilot_error"
12/28/1946,9:19,"Michigan City, Indiana",American Airlines,2207,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),N15577,4805,21.0,2.0,0.0,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.,"fuel, mechanical, weather","fuel, mechanical, weather"
5/5/1969,,"Rio Cuarto, Argentina",Military - Argentine Air Force,,Service mission,Douglas C-47A,TC-28,13783/25228,11.0,11.0,0.0,"Nosed over on landing, exploded and burst into flames.",fire,fire
10/31/1928,,"Valence, France",Air Union,,,Bleriot Spad 56,F-AIMN,,2.0,1.0,0.0,,unknown,unknown
9/11/1979,,"Off Taipei, Taiwan",China Airlines (Taiwan),,Training,Boeing 707-324C,B-1834,18887/431,6.0,6.0,0.0,Crashed into the sea after taking off.,cfit,cfit
2/7/1967,,"Near Hourghada, UAR",Misrair,,,Antonov AN-24,,,30.0,30.0,0.0,Crashed after an explosion aboard the aircraft.,fire,fire
10/3/1957,,"Beirut, Lebanon",Lebanese International Airways,,Beirut - Kuwait City,Curtiss C-46A-45-CU,OD-ACK,30249,27.0,27.0,0.0,Crashed into the ocean on takeoff.,cfit,cfit
5/30/1972,6:24,"Dallas/Ft. Worth, Texas",Delta Air Lines,9570,Training,McDonnell Douglas DC-9-14,N3305L,45700,4.0,4.0,0.0,While practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a DC-10. An encounter with a trailing vortex generated by a preceding 'heavy' jet which resulted in an involuntary loss of control of the airplane during final approach. Although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex. Existing FAA procedures for controlling VFR flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either IFR or VFR conditions.,"weather, pilot_error",weather
12/6/1923,,"Castalia, Ohio",US Aerial Mail Service,,,De Havilland DH-4,318,,1.0,1.0,0.0,,unknown,unknown
10/18/1958,,"Placentia Bay, Canada",Military - U.S. Navy,,"Patuxent River, NAS - Argentia,NAS",Lockheed WV-2 Super Constellation,Bu141294,,29.0,11.0,0.0,"Crashed 1,000 feet short of the Argentia, NAS runway.",unknown,unknown
5/12/1963,,"Near Ayayda, Egypt",United Arab Airlines,,Cairo - Alexandria,Douglas DC-3,SU-AJX,,34.0,34.0,0.0,Crashed into an orange grove while en route.,unknown,unknown
12/12/1986,,"Berlin, East Germany",Aeroflot,,Minsk - Berlin,Tupolev TU-134A,CCCP-65795,63145,82.0,70.0,0.0,The aircraft crashed after landing on the wrong runway in fog. The crew did not understand the English instructions that the right runway was closed for repairs.,weather,"weather, pilot_error"
10/8/1946,4:33,"Cheyenne, Wyoming",United Air Lines,28,San Francisco - Cheyenne - Chicago,Douglas DC-4,N30051,10471,41.0,2.0,0.0,"After two landing attempts, the pilot tried to land on a different runway.  The wing struck the ground and the plane skidded 800 ft.  A loss of altitude during a turn preparatory to a final approach while the pilot was manoeuvring in an attempt to land. The aircraft was named 'Mainliner Lake Michigan.'","mechanical, cfit","cfit, pilot_error"
12/23/1928,,"Chattanooga, Tennessee",Interstate Airlines,,,Fairchild FC-2,,,4.0,4.0,0.0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up enough.,fire,"fire, mechanical"
6/2/1970,,"Roxas, Philippines",Philippine Air Lines,,Manila - Bacolod,Fokker F-27 Friendship 100,PI-C507,10246,44.0,1.0,0.0,A hand grenade exploded inside the passenger cabin at FL130 . A safe emergency landing was made despite a 9 sq. ft. hole in the fuselage.,"sabotage, fire",sabotage
3/2/1976,,Southeastern Bolivia,TAM (Bolivia),,Camiri - Itaguasurenda,IAI Arava 201,TAM-76,24,22.0,19.0,0.0,Crashed in the jungle while en route,cfit,cfit
5/9/1962,19:30,"Vitoria, Brazil",Cruzeiro,,Rio de Janerio - Vitoria,Convair CV-240-0,PP-CEZ,25,25.0,23.0,0.0,Crashed into trees short of the runway while on approach. Approach not carried out in accordance with company procedures and misjudgement of his distance from the runway.,"cfit, pilot_error","cfit, pilot_error"
5/24/1961,,"Near Tacoma, Washington",Military - U.S. Air Force,,,Douglas C-124A-DL,51-0174,43508,22.0,22.0,0.0,Crashed shortly after taking off from McChord Air Force base.,unknown,unknown
1/19/2002,c: 9:40,"Near Milford Sound, New Zealand",Air Fiordland,-,Te Anau  - Milford Sound,Cessna 207 Skywagon,ZK-SEV,20700204,6.0,6.0,0.0,"The sightseeing plane hit a mountainside at  an elevation of 4,500 ft.,  200 ft. below the summit. The weather was clear at the time of the accident.","weather, cfit",cfit
10/26/2003,4:31,"Buenos Aires, Argentina",CATA Linea Aerea,760,,Fairchild Hiller FH-227B,LV-MGV,567,5.0,5.0,0.0,Three minutes after taking off from Buenos Aires Airport the crew reported a technical problem and asked to turn around. They were cleared to land on Runway 17 but crashed 30 km southwest of Buenos Aires.,unknown,mechanical
8/22/1973,,"El Yopal, Colombia",AVIANCA,,Villavicencio - El Yopal,Douglas DC-3,HK-111,4105,17.0,16.0,0.0,Struck a hill in heavy fog. Flying VFR in IFR conditions.,"weather, cfit","weather, cfit"
11/20/1991,18:14,"Davis, California",Air Taxi - Airis Helicopters Inc.,,"San Francisco, CA - Sacramento, CA",Bell 206B,N5011K,2580,3.0,3.0,0.0,The helicopter impacted the ground 8 nm from it's destination airport in fog and low visibility. The decision of the pilot to continue night low level flight in forecasted adverse weather conditions. Contributing to the accident was the foggy weather and dark night conditions which restricted the pilot's visual outlook.,weather,weather
5/16/1958,,"Chatenoy, France",British European Airways,,,Douglas C-47A,G-AGHP,9408,3.0,3.0,0.0,Broke up in midair while flying through a thunderstorm.,weather,weather
10/7/1961,2:00,"Mt. Canigou, France",Derby Aviation,,London - Perpignan,Douglas DC-3,G-AMSW,16171/32919,34.0,34.0,0.0,Crashed into Mt. Canigou while descending to land. Navigational error.,"cfit, pilot_error","cfit, pilot_error"
4/27/1986,8:35,"Near Saravena, Colombia",ACES Colombia,,Bogota - Saravena,de Havilland Canada DHC-6 Twin Otter 300,HK-2761,780,13.0,13.0,0.0,"Crashed into a 8,500 ft. mountain in poor weather.","weather, cfit","weather, cfit"
2/4/1952,,"Kikwit, Belgian Congo",Sabena,,,Douglas DC-3,OO-CBN,13450,15.0,15.0,0.0,In-flight failure of a propeller which damaged control cables causing loss of control of the aircraft. The control cables in the fuselage were sheared by the right propeller which broke loose following a shaft failure caused by the sudden stopping of the engine caused by fatigue failure of No. 6 piston lug.,mechanical,mechanical
7/3/1970,19:05,"Near Arbucias, Gerona, Spain",Dan Air Services,,Manchester - Barcelona,de Havilland Comet 4,G-APDN,6415,112.0,112.0,0.0,"Due to heavy traffic, the flight was diverted from the planned route. The aircraft failed to follow the assigned airway and crashed into a cloud obscured Montseny Mountain while on approach. The deviation from the assigned airway may have been caused by malfunctioning equipment. In addition, the ATC did not realize the aircraft was deviating from its assigned course.","mechanical, cfit, pilot_error","mechanical, cfit, pilot_error"
9/4/1973,22:30,"Gary, Indiana",Aegler Stuart Flying Service  / Private,,"Grand Rapids, MI - Gary, IN",Piper PA-30 / Cessna 337A,N7881Y / N6270F,,5.0,4.0,0.0,"The Piper, landing on Runway 20 collilded with the Cessna at a runway intersection. Two killed on each plane. Pilots failed to see and avoid eachother.","mechanical, pilot_error","pilot_error, collision"
7/20/1942,,"Llanfair, England",Military - Royal Air Force,,,Lockheed Hudson,N7253,,13.0,13.0,0.0,,unknown,unknown
5/5/1990,15:00,"Guatamala City , Guatemala",Aerial Transit Company,,Guatamala City - La Aurora,Douglas DC-6BF,N84BL,43739/279,3.0,3.0,24.0,The aircraft experienced engine failure on takeoff at about V2 and crashed into houses 8 km SE of the airport.,mechanical,mechanical
1/13/1939,,"Rio de Janeiro, Brazil",Syndicato Condor,,,Junkers JU-52/3m,PP-CAY,4042,9.0,9.0,0.0,The seaplane crashed in flames in mountains northeast of Rio de Janeiro.,"fire, cfit","fire, cfit"
11/3/1948,10:50,"Near Glossop, England",Military - U.S. Air Force,-,RAF Scrampton - Burtonwood AFB,Boeing B-29 Superfortress,44-61999,,13.0,13.0,0.0,"Twenty-five minutes into the flight, the pilot descended prematurely and collided with a cloud covered mountain.","collision, cfit","cfit, pilot_error"
4/6/1951,20:30,"Refugio Pass, near Santa Barbara, California",Southwest Airways,7,Santa Maria - Santa Barbara - Oxnard - Los Angeles,Douglas DC-3,N63439,20229,22.0,22.0,0.0,"The plane crashed into the north slope of Santa Ynez peak, 23 miles northwest of Santa Barbara, in poor weather. Failure of the crew to maintain minimum altitude for the route being flown for reasons unknown.","mechanical, weather, cfit, pilot_error","weather, cfit, pilot_error"
5/5/2004,13:00,"Carepa, Colombia",Aerotransportes Petroleros,,Bogota - Carepa,Swearingen SA227AC Metro III,HK-4275,AC-676,7.0,3.0,0.0,While on approach the plane hit the ground 300 ft. short of the runway.,unknown,unknown
12/13/1959,,"Near Tashkent, Uzbekistan, USSR",Aeroflot,,Kabul - Tashkent,Ilyushin IL-18,,,29.0,29.0,0.0,Crashed into a mountain while en route.,cfit,cfit
8/20/1975,1:15,"Near Damascus, Syria",Ceskoslovenske Aerolinie,542,"Prague, Czechoslovakia - Damascus, Syria",Ilyushin IL-62,OK-DBF,31502,128.0,126.0,0.0,"The airliner crashed into a sandy knoll, 10 miles NE of Damascus during an approach to Damascus International Airport. Failure of the crew to maintain the minimum flight altitude.","mechanical, pilot_error",pilot_error
6/3/1955,,"Fort Lamy, Cameroon",Union Aéromaritime de Transport,,Douala - Fort Lamy,Douglas C-54A,F-BFVT,10292,3.0,3.0,0.0,The cargo plane crashed while attempting to land.,unknown,unknown
3/8/1947,,"Cordillera, Colombia",VIARCO,,Villavicencio - Bogota,Douglas C-47-DL,C-400,4792,9.0,9.0,0.0,Crashed in the Cordillera mountain range while en route.,cfit,cfit
3/25/1933,20:07,"Hayward, California",Varney Airlines,,Burbank - San Francisco,Lockheed Orion 9,NC12226,184,3.0,3.0,11.0,"The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain.  An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.  The ceiling suddenly dropped as the plane approached its destination.","fire, weather","fire, weather"
5/25/1979,15:04,"Chicago O'Hare, Illinois",American Airlines,191,"Chicago, IL- Los Angeles, CA",McDonnell Douglas DC-10-10,N110AA,46510/22,271.0,271.0,2.0,"During takeoff just, as the plane lifted from the runway, the left engine and pylon separated from the aircraft damaging the wing and hydraulisystem which caused the aircraft to roll and crash. Highest single plane death toll in U.S. aviation history. Asymmetrical stall and the ensuing roll of the aircraft because of the uncommanded retraction of the left wing outboard leading edge slats and the loss of stall warning and slat disagreement indication systems caused by separation of the engine and pylon. Improper maintenance procedures used by American Airlines when dismounting the engines for maintenance, by removing the pylon and engine together, putting strain on the engine mounts leading to  stress cracks.","mechanical, pilot_error",mechanical
12/24/1939,,"Mogador, Morocco",Linee Aeree Italiane,,Rome - Rio de Janerio,Savoia-Marchetti SM83,I-ARPA,34017,7.0,7.0,0.0,Crashed in a storm while attempting to make a forced landing.,weather,weather
12/23/1923,2:30,Over the Mediterranean Sea,Military - French Navy,,Toulon - Algiers,Zeppelin Dixmunde (airship),L-72,,52.0,52.0,0.0,"Crashed while on a flight from Toulon, France to Algiers, Algeria.  The last known radio contact reported the ship nearly out of fuel and battling strong winds.  Struck by lightning.","fuel, cfit","fuel, weather"
3/28/1941,,"Elands Bay, South Africa",South African Airways,,,Lockheed 18 Lodestar,ZS-AST,2034,10.0,10.0,0.0,Crashed into a mountain.,cfit,cfit
5/23/1960,11:52,"Atlanta, Georgia",Delta Air Lines,,Training,Convair CV-880,N8804E,22-00-16,4.0,4.0,0.0,"The aircraft stalled for reasons undetermined, at an altitude too low to effect recovery.",pilot_error,unknown
11/23/1961,,Sao Tomé,Military - Força Aérea Portuguesa,,,Douglas C-54 Skymaster,,,35.0,21.0,0.0,,unknown,unknown
6/8/2008,7:45,"Huntsville, Texas",PHI Air Medical,,Huntsville-Houston,Bell 407,N416PH,53276,4.0,4.0,0.0,"The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital. The pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. Contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog.","mechanical, weather, cfit","pilot_error, weather, cfit"
5/13/1975,21:15,"Near Sakon Nakhon, Thailand",Military - U.S. Air Force,,Nakhom Phanom AB - Utapao AB,Sikorsky CH-53C (helicopter),68-10933,,23.0,23.0,0.0,The copter was observed in an uncontrollable descent to earth in an inverted attitude after which it crashed and burned. Cracking of a rotor spindle assembly  which led to separation of the main rotor.,fire,mechanical
1/27/1993,,"Kinshasa, DemocratiRepubliCongo",Trans Service Airlift,,,Nord 262A-44,9Q-CJK,11,21.0,3.0,0.0,While attempting to takeoff the cargo plane overran the runway and struck vehicles.,"cfit, pilot_error","cfit, pilot_error"
11/27/2008,17:00,"Off Perpignan, France",XL Airways leased from Air New Zealand,,Training,Airbus A320-232,D-AXLA,2500,7.0,7.0,0.0,"The Airbus A320 was leased by XL Airways of Germany since May 2006. The plane was scheduled to be returned to its owner, Air New Zealand. The plane was ferried to Perpignan, France where it underwent maintenance at EAS Industries. During a second test flight, on approach to Perpignan, at 3,500 feet, radio contact was lost. A controller reported seeing the plane descending quickly in a left bank. The aircraft soon after crashed into the sea and broke up.",cfit,cfit
1/11/1979,11:10,"Templeton, Massachusetts",Nash and Tampo - Air Taxi,,"Concord, MA - White Plains, NY",Piper PA-31,N33TN,,5.0,5.0,0.0,Midair collision with a Aerostar 600. Pilots in command failed to see and avoid the other aircraft. No anti-collision lights.,"mechanical, collision, pilot_error","collision, pilot_error"
12/11/1988,,"Leninakan, Armenia, USSR",Military - Russian Air Force / Military - Russian Air Force,,,Ilyushin IL-76 / Mi-8 (helicopter),CCCP-86732,83413388,83.0,77.0,0.0,A midair collision occurred between a soviet transport on an earthquake relief mission and a military Mi-8 helicopter.  As the transport approached for a landing in the darkness it struck the helicocopter.  Seventy-seven of 78 aboard the transport were killed. All five aboard the Mi-8 survived.,"collision, cfit",collision
6/8/1924,,"Barranquilla, Colombia",SCADTA,,,Junkers F-13,A16,,3.0,3.0,0.0,,unknown,unknown
1/10/1995,,"Off Flores Island, Inodnesia",Merpati Nusantara Airlines,6715,Bima - Ruteng,de Havilland Canada DHC-6 Twin Otter 300,PK-NUK,390,14.0,14.0,0.0,"The aircraft disappeared while en route from Bima, Sumbawa Island to Ruteng, Flores Island, and crashed into the Molo Strait. The accident occurred in daylight, in poor weather.",weather,weather
3/14/1980,11:00,"Near Warsaw, Poland",LOT Polish Airlines,7,New York City - Warsaw,Ilyushin IL-62,SP-LAA,11004,87.0,87.0,0.0,"While attempting to land at Warsaw, the crew initiated an overshoot procedure after there were indications that the landing gear was not down. When thrust was applied, the No. 2 engine disintegrated, damaging two other engines and severing the rudder and elevator control lines. The plane crashed one-half mile from the runway threshold. Metal fatigue in the No. 2 engine turbine disc. The dead included 22 members of the U.S. boxing team and Polish singer Anna Jantar. The aircraft was named Mikolaj Kopernik.","mechanical, pilot_error","mechanical, pilot_error"
11/19/1977,4:12,"Rome, Italy",Ethiopian Airlines,,"Rome, Italy - Asmara, Ethiopia",Boeing 707-360C,ET-ACD,19736/696,5.0,5.0,0.0,The cargo plane failed to gain altitude and crashed into trees.,"mechanical, cfit, pilot_error","cfit, pilot_error"
10/27/1979,23:46,"Near San Ysidro, California",,,"Monterey, Mexico - San Ysidro, CA",Beech 200,XC-PGR,,10.0,10.0,0.0,"Crashed while on final approach. The plane hit a pole, 14 feet above ground level, 2 miles from the approach end of the runway. The localizer was inoperative and the crew was using VOR/DME.  Improper IFR operation.",pilot_error,pilot_error
2/27/1975,,"Near Sao Paulo, Brazil",VASP,,Sao Paulo - Bauru,Embraer 110C Bandeirante,PP-SBE,110021,15.0,15.0,0.0,"The plane crashed into houses after taking off and burst into flames. The plane had engine trouble, attempted to return to the airport when it crashed into the houses.","fire, mechanical","fire, mechanical"
